Component ID,Category,Brand,Type,Item,Finish,Description,Link to Item URL,Photos,Base Price,Quote Line Items,Openings H,Hardware Set Items,Price Overrides,Override Price (from Price Overrides),Markup Settings,Component Summary,C_Record_ID,Openings,Table 17,Openings 2,Openings 3,Auto Number,Hardware Set Items copy,Hardware Staging
"Hager, Exit Device, 4701 RIM 36 x 1-3/4"" x 47NL x WTN x 3902 x KD(42""w), ALM",,Hager,Exit Device,"4701 RIM 36 x 1-3/4"" x 47NL x WTN x 3902 x KD(42""w)",ALM,"Push Pad, Rim",,,$752.43,,,,,,,,rec05MeFTWyVTt8fv,,,,,117,,
"Hager, Exit Device, 4701 RIM 36 x 1-3/4"" x 47NL x WTN x 3902 x KD(36""w), ALM",,Hager,Exit Device,"4701 RIM 36 x 1-3/4"" x 47NL x WTN x 3902 x KD(36""w)",ALM,"Push Pad, Rim",,,$752.43,,,,,,,,recCwKh70qjKS3Sqm,,,,,115,,
"Hager, Exit Device, 4701F RIM 36 x 1-3/4"", ALM",,Hager,Exit Device,"4701F RIM 36 x 1-3/4""",ALM,"Push Pad, Rim",,,$416.60,,,,,,,,recMniHFO7VpkWMIx,,,,,116,,
"Hager, Exit Device, 4701F RIM 36 x 1-3/4"" x 47BE x WTN, ALM",,Hager,Exit Device,"4701F RIM 36 x 1-3/4"" x 47BE x WTN",ALM,"Push Pad, Rim",,,$855.27,,,,,,,,reckXfPy3VjZLpCDo,,,,,118,,
"Hager, Exit Device, 4701F RIM 36 x 1-3/4"" x 47BE x WTN(36""w), ALM",,Hager,Exit Device,"4701F RIM 36 x 1-3/4"" x 47BE x WTN(36""w)",ALM,"Push Pad, Rim",,,$834.14,,,,,,,,recwBNwzdLc7qxKT9,,,,,114,,
"Hager, Holder, 7016 x Surface Mount x Size 1(36""w), ALM",,Hager,Holder,"7016 x Surface Mount x Size 1(36""w)",ALM,"Surface Overhead Holder, Std Duty",,,$310.01,,,,,,,,recH6XAFysrLgaTYH,,,,,120,,
"Hager, Holder, 7016 x Surface Mount x Size 1(72""w), ALM",,Hager,Holder,"7016 x Surface Mount x Size 1(72""w)",ALM,"Surface Overhead Holder, Std Duty",,,$253.35,,,,,,,,recLvh18LIGRZDoZi,,,,,121,,
"Hager, Holder, 7016 x Surface Mount x Size 1(18""w), ALM",,Hager,Holder,"7016 x Surface Mount x Size 1(18""w)",ALM,"Surface Overhead Holder, Std Duty",,,$253.35,,,,,,,,recPX8m61sZkSWowN,,,,,122,,
"Hager, Holder, 7016 x Surface Mount x Size 1(30""w), ALM",,Hager,Holder,"7016 x Surface Mount x Size 1(30""w)",ALM,"Surface Overhead Holder, Std Duty",,,$253.35,,,,,,,,recWCOo9eFBo4L9L0,,,,,119,,
"Hager, Holder, 7016 x Surface Mount x Size 1(48""w), ALM",,Hager,Holder,"7016 x Surface Mount x Size 1(48""w)",ALM,"Surface Overhead Holder, Std Duty",,,$253.35,,,,,,,,reckzuXkw4O9SRtQj,,,,,123,,
"Hager, Holder, 6016 x Surface Mount x Size 2, ALM",,Hager,Holder,6016 x Surface Mount x Size 2,ALM,"Surface Overhead Holder, Std Duty",,,$154.25,,,,,,,,rec20ozCEQbJ701PN,,,,,139,,
"Hager, Holder, 6016 x Surface Mount x Size 1(36""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(36""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,rec56dIaGcLAQq5W5,,,,,140,,
"Hager, Holder, 6016 x Surface Mount x Size 1(18""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(18""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,rec8t8c6He2iOXMPJ,,,,,141,,
"Hager, Holder, 7017 x Surface Mount x Size 1, ALM",,Hager,Holder,7017 x Surface Mount x Size 1,ALM,"Surface Overhead Holder, Std Duty",,,$253.35,,,,,,,,recADxfHivYUKCOsT,,,,,132,,
"Hager, Holder, 6016 x Surface Mount x Size 1(24""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(24""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recHiXqP9tSqT8WMC,,,,,133,,
"Hager, Holder, 6016 x Surface Mount x Size 2(42""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(42""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recIENxDpocNnKGga,,,,,134,,
"Hager, Holder, 6016 x Surface Mount x Size 2(34""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(34""w)",ALM,"Surface Overhead Holder, Std Duty",,,$124.85,,,,,,,,recIpTyOIZPo81r8F,,,,,135,,
"Hager, Holder, 6016 x Surface Mount x Size 2(27""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(27""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recLJC4b06x01x1HV,,,,,136,,
"Hager, Holder, 6016 x Surface Mount x Size 2(32""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(32""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recOJH0zGQwgHXr0F,,,,,137,,
"Hager, Holder, 6015 x Surface Mount x Size 1, ALM",,Hager,Holder,6015 x Surface Mount x Size 1,ALM,"Surface Overhead Holder, Std Duty",,,$113.30,,,,,,,,recPMlGDOjNkCYGHk,,,,,138,,
"Hager, Holder, 6016 x Surface Mount x Size 1(30""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(30""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recS6vvya3wDUf1Ff,,,,,125,,
"Hager, Holder, 6016 x Surface Mount x Size 1(10""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(10""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recSc6KHzF0feI7l3,,,,,124,,
"Hager, Holder, 6016 x Surface Mount x Size 2(24""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(24""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recWeMj5wdKb0gX6X,,,,,126,,
"Hager, Holder, 6016 x Surface Mount x Size 1, ALM",,Hager,Holder,6016 x Surface Mount x Size 1,ALM,"Surface Overhead Holder, Std Duty",,,$154.25,,,,,,,,recXdCDPqprkJ7iRE,,,,,127,,
"Hager, Holder, 6016 x Surface Mount x Size 1(22""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(22""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recXeVLKos8aAfptf,,,,,128,,
"Hager, Holder, 6016 x Surface Mount x Size 2(30""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(30""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,reccZor7QDVB5uYat,,,,,142,,
"Hager, Holder, 6016 x Surface Mount x Size 2(46""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(46""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recfvYlgOOlRYUwIO,,,,,143,,
"Hager, Holder, 6016 x Surface Mount x Size 2(0""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(0""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,reciDm5y5Nb7EqMif,,,,,144,,
"Hager, Holder, 6016 x Surface Mount x Size 2(48""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(48""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recnUjEE17tZC8Fkk,,,,,146,,
"Hager, Holder, 6016 x Surface Mount x Size 1(32""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 1(32""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recnxerH4O7d9HFG1,,,,,145,,
"Hager, Holder, 6017 x Surface Mount x Size 1(28""w), ALM",,Hager,Holder,"6017 x Surface Mount x Size 1(28""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,rectiUp4jeF1bTn5k,,,,,129,,
"Hager, Holder, 6016 x Surface Mount x Size 2(36""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(36""w)",ALM,"Surface Overhead Holder, Std Duty",,,$148.32,,,,,,,,recw98K9KI1lG9GvW,,,,,130,,
"Hager, Holder, 6016 x Surface Mount x Size 2(18""w), ALM",,Hager,Holder,"6016 x Surface Mount x Size 2(18""w)",ALM,"Surface Overhead Holder, Std Duty",,,$121.20,,,,,,,,recyG6uuxtRVenqA6,,,,,131,,
"Rockwood, Stop, 517, ALM",,Rockwood,Stop,517,ALM,"Wall Stop, Convex",,,$8.60,,,,,,,,recEqPbsFNZkGq2hw,,,,,147,,
"Hardware: Hager, Closer, 5100 PAR ADJ 1-6 ALM HDCS BF, ALM",Hardware,Hager,Closer,5100 PAR ADJ 1-6 ALM HDCS BF,ALM,Hager 5100 Grade 1 Closer with Adjustable Parallel Arm,,,,,ID_H_G01,"""""""Hardware: Hager, Closer, 5100 PAR ADJ 1-6 ALM HDCS BF, ALM""""""",,,,,recULIP4Q29eUfCFs,,,,,148,,
"Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM",Hardware,Hager,Closer,5200 MLT ADJ 1-6 ALM BF,ALM,Hager 5200 Grade 1 Closer Multi Mount Adjustable BF,,,$4.96,"436,441,447,456,465,474,487,494,504,516,522,528,534,540,546,552,558,564,570,576,582,589",,"""""""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM"""""",""""""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""""""",13,$98.00,,"H2S Brooklyn _Brooklyn NY,""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""",rec6qiDi8BlihJ6Du,,,,,149,,
"Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM HO, ALM",Hardware,Hager,Closer,5200 MLT ADJ 1-6 ALM HO,ALM,Hager 5200 Grade 1 Closer Multi Mount Adjustable Hold Open Arm,,,,,,,,,,,recA4sg2p1iZwTmhx,,,,,150,,
"Hardware: Hager, Closer, 5200 PAR ADJ 1-6 ALM HDCS, ALM",Hardware,Hager,Closer,5200 PAR ADJ 1-6 ALM HDCS,ALM,Hager 5200 Grade 1 Closer Parallel Arm Mount Adjustable Extra Heavy Duty Arm With Cushion Stop Arm,,,,,,,,,,,rec46SCdUBrbtE019,,,,,151,,
"Hardware: Hager, Closer, 5200 PAR ADJ 1-6 ALM HDHOCS, ALM",Hardware,Hager,Closer,5200 PAR ADJ 1-6 ALM HDHOCS,ALM,Hager 5200 Grade 1 Closer Parallel Arm Mount Adjustable Extra Heavy Duty Hold Open Arm With Cushion Stop Arm,,,,,,,,,,,recjAzEhflm6klEFc,,,,,152,,
"Hardware: Hager, Closer, 5200 TRK ADJ 1-6 ALM HOTA, ALM",Hardware,Hager,Closer,5200 TRK ADJ 1-6 ALM HOTA,ALM,Hager 5200 Grade 1 Closer with Adjustable Hold/Open Track Arm,,,,587,ID_H_G01,"""""""Hardware: Hager, Closer, 5200 TRK ADJ 1-6 ALM HOTA, ALM""""""",,,,H2S Brooklyn _Brooklyn NY,recq2mXdLl4eDZMk7,,,,,153,,
"Hardware: Hager, Closer, 5200 TRK 1-6 ALM NHOTA, ALM",Hardware,Hager,Closer,5200 TRK 1-6 ALM NHOTA,ALM,Hager 5200 Grade 1 Closer with Adjustable Non-Hold/Open Track Arm,,,,,,,,,,,rec2KpOEti883FlVx,,,,,154,,
"Hardware: Hager, Door Controls, 6016 SRF SZ2 ALM, ALM",Hardware,Hager,Door Controls,6016 SRF SZ2 ALM,ALM,Hager 6016 Overhead Closer,,,,,,,,,,,recvvP8nYgiBbtE7K,,,,,155,,
"Hager, Unspecified, 2-659-0171, Black",,Hager,Unspecified,2-659-0171,Black,Actuator,,,$32.00,,,,,,,,recUNTc80TvO61Ce0,,,,,156,,
"Hager, Unspecified, 297D 72"" Cut TO Size(96""w()), Black",,Hager,Unspecified,"297D 72"" Cut TO Size(96""w())",Black,Bar Coordinator,,,$158.89,,,,,,,,recIgV5MiHxaurxgT,,,,,159,,
"Hager, Unspecified, 297D 72""(OpngWidth), Black",,Hager,Unspecified,"297D 72""(OpngWidth)",Black,Bar Coordinator,,,$147.12,,,,,,,,recKJv4rEQUvK2ctM,,,,,160,,
"Hager, Unspecified, 297D 96""(96""w()), Black",,Hager,Unspecified,"297D 96""(96""w())",Black,Bar Coordinator,,,$176.86,,,,,,,,recLXKIPPz7B4P0ns,,,,,161,,
"Hager, Unspecified, 297D 72"", Black",,Hager,Unspecified,"297D 72""",Black,Bar Coordinator,,,$165.25,,,,,,,,recamNKXx47hvIAMV,,,,,162,,
"Hager, Unspecified, 297D 72""(72""w()), Black",,Hager,Unspecified,"297D 72""(72""w())",Black,Bar Coordinator,,,$158.89,,,,,,,,recdhgqpEJxCQLmbz,,,,,163,,
"Hager, Unspecified, 297D 96"", Black",,Hager,Unspecified,"297D 96""",Black,Bar Coordinator,,,$183.93,,,,,,,,receCHiQtLMyptigk,,,,,164,,
"Hager, Unspecified, 297D 96""(OpngWidth), Black",,Hager,Unspecified,"297D 96""(OpngWidth)",Black,Bar Coordinator,,,$143.65,,,,,,,,recnkruTOR1j52sqG,,,,,165,,
"Hager, Unspecified, 297D Cut To 52""(72""w()), Black",,Hager,Unspecified,"297D Cut To 52""(72""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recqa22VdjgFn8t5t,,,,,157,,
"Hager, Unspecified, 297D 72""Opening 52"" Bar Coordinator(72""w()), Black",,Hager,Unspecified,"297D 72""Opening 52"" Bar Coordinator(72""w())",Black,Bar Coordinator,,,$158.89,,,,,,,,recxEqsbFvL0lIrvy,,,,,158,,
"Hager, Unspecified, 297D 60"" Cut to size(48""w()), Black",,Hager,Unspecified,"297D 60"" Cut to size(48""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,rec1lLfe59zv3v2xL,,,,,186,,
"Hager, Unspecified, 297D 60"" Cut to Size(64""w(36"" + 28"")), Black",,Hager,Unspecified,"297D 60"" Cut to Size(64""w(36"" + 28""))",Black,Bar Coordinator,,,$150.82,,,,,,,,rec26MSV9wSIcynun,,,,,187,,
"Hager, Unspecified, 297D 60"" Cut To Size(66""w(42"" + 24"")), Black",,Hager,Unspecified,"297D 60"" Cut To Size(66""w(42"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,rec6wVrJMFdZQjMSo,,,,,188,,
"Hager, Unspecified, 297D 60"" Cut To Size(58""w(36"" + 22"")), Black",,Hager,Unspecified,"297D 60"" Cut To Size(58""w(36"" + 22""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recBFbpfCMQ6sQqIM,,,,,175,,
"Hager, Unspecified, 297D 72""(54""w(36"" + 18"")), Black",,Hager,Unspecified,"297D 72""(54""w(36"" + 18""))",Black,Bar Coordinator,,,$125.30,,,,,,,,recDXYcaECKJkUADn,,,,,176,,
"Hager, Unspecified, 297D 60"" Cut To 52""(96""w()), Black",,Hager,Unspecified,"297D 60"" Cut To 52""(96""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recJA1zuq4niCq51m,,,,,178,,
"Hager, Unspecified, 297D 60"" (52"" ), Black",,Hager,Unspecified,"297D 60"" (52"" )",Black,Bar Coordinator,,,$118.95,,,,,,,,recJygnnrWD08vwB1,,,,,177,,
"Hager, Unspecified, 297D 60""(OpngWidth), Black",,Hager,Unspecified,"297D 60""(OpngWidth)",Black,Bar Coordinator,,,$139.65,,,,,,,,recK5WNirY2AFXkoD,,,,,181,,
"Hager, Unspecified, 297D 60"" USE 52"" SIZE(56""w(36"" + 20"")), Black",,Hager,Unspecified,"297D 60"" USE 52"" SIZE(56""w(36"" + 20""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recKDLiqulN6GgAPY,,,,,179,,
"Hager, Unspecified, 297D 60""(54""w(36"" + 18"")), Black",,Hager,Unspecified,"297D 60""(54""w(36"" + 18""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recKoVbS6ZnpfZ0F4,,,,,180,,
"Hager, Unspecified, 297D 72""(60""w(36"" + 24"")), Black",,Hager,Unspecified,"297D 72""(60""w(36"" + 24""))",Black,Bar Coordinator,,,$125.30,,,,,,,,recMAXTJxpLWoMVBv,,,,,183,,
"Hager, Unspecified, 297D 60"", Black",,Hager,Unspecified,"297D 60""",Black,Bar Coordinator,,,$156.85,,,,,,,,recMXmgcYf0QCDftJ,,,,,184,,
"Hager, Unspecified, 297D 72""(64""w()), Black",,Hager,Unspecified,"297D 72""(64""w())",Black,Bar Coordinator,,,$125.30,,,,,,,,recMwmRbqT9kYJvzf,,,,,182,,
"Hager, Unspecified, 297D 60""(60""w(42"" + 18"")), Black",,Hager,Unspecified,"297D 60""(60""w(42"" + 18""))",Black,Bar Coordinator,,,$156.85,,,,,,,,recOKWAI1VnkyMXj2,,,,,185,,
"Hager, Unspecified, 297D 60"" Cut to size(64""w()), Black",,Hager,Unspecified,"297D 60"" Cut to size(64""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recQfkvK2iR9V9PLm,,,,,166,,
"Hager, Unspecified, 297D 52""(60""w()), Black",,Hager,Unspecified,"297D 52""(60""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recSweqFvSrXgv3BO,,,,,167,,
"Hager, Unspecified, 297D 56"" opening width- include bar filler if needed(56""w(36"" + 20"")), Black",,Hager,Unspecified,"297D 56"" opening width- include bar filler if needed(56""w(36"" + 20""))",Black,Bar Coordinator,,,$139.65,,,,,,,,recTuADWCvYEf3fSN,,,,,168,,
"Hager, Unspecified, 297D 60"" Cut to size(68""w()), Black",,Hager,Unspecified,"297D 60"" Cut to size(68""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recVLuurVKHrGJdh4,,,,,169,,
"Hager, Unspecified, 297D 52""(60""w(36"" + 24"")), Black",,Hager,Unspecified,"297D 52""(60""w(36"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recbI9sJ81GzIBNdi,,,,,189,,
"Hager, Unspecified, 297D 60"" Cut To Size(54""w(36"" + 18"")), Black",,Hager,Unspecified,"297D 60"" Cut To Size(54""w(36"" + 18""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recbV2E9enOOIVHPS,,,,,190,,
"Hager, Unspecified, 297D 60""(60""w(36"" + 24"")), Black",,Hager,Unspecified,"297D 60""(60""w(36"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recckJpRM9aHUpEFV,,,,,191,,
"Hager, Unspecified, 297D 60""(54""w()), Black",,Hager,Unspecified,"297D 60""(54""w())",Black,Bar Coordinator,,,$118.95,,,,,,,,recgs0pzmnQQxPXsv,,,,,192,,
"Hager, Unspecified, 297D 60""(72""w()), Black",,Hager,Unspecified,"297D 60""(72""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recjU5EefNblZspZ4,,,,,193,,
"Hager, Unspecified, 297D 60"" USE 52"" SIZE(72""w()), Black",,Hager,Unspecified,"297D 60"" USE 52"" SIZE(72""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,reckp3RU843YzaeCQ,,,,,194,,
"Hager, Unspecified, 297D 60"" Cut to Size(61""w()), Black",,Hager,Unspecified,"297D 60"" Cut to Size(61""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,reclb7XtOFf50Ul7R,,,,,195,,
"Hager, Unspecified, 297D 60"" Cut To Size(72""w()), Black",,Hager,Unspecified,"297D 60"" Cut To Size(72""w())",Black,Bar Coordinator,,,$150.82,,,,,,,,recmWenVHsjXqrfmA,,,,,196,,
"Hager, Unspecified, 297D 60"" Cut to size(56""w(32"" + 24"")), Black",,Hager,Unspecified,"297D 60"" Cut to size(56""w(32"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recnBgeHkQGw6VLiH,,,,,197,,
"Hager, Unspecified, 297D 60""(56""w(36"" + 20"")), Black",,Hager,Unspecified,"297D 60""(56""w(36"" + 20""))",Black,Bar Coordinator,,,$150.82,,,,,,,,reco02f9J6pRooUka,,,,,198,,
"Hager, Unspecified, 297D 60"" Cut to size, Black",,Hager,Unspecified,"297D 60"" Cut to size",Black,Bar Coordinator,,,$150.82,,,,,,,,rectqQwgJc7xSTWOH,,,,,170,,
"Hager, Unspecified, 297D 60"" Cut to Size(61""w(36"" + 25"")), Black",,Hager,Unspecified,"297D 60"" Cut to Size(61""w(36"" + 25""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recuOecooM7WlagvO,,,,,171,,
"Hager, Unspecified, 297D 60"" Cut To Size(56""w(36"" + 20"")), Black",,Hager,Unspecified,"297D 60"" Cut To Size(56""w(36"" + 20""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recvHTxmpZEsY5qRV,,,,,172,,
"Hager, Unspecified, 297D 60""(52""w(36"" + 16"")), Black",,Hager,Unspecified,"297D 60""(52""w(36"" + 16""))",Black,Bar Coordinator,,,$118.95,,,,,,,,recwNMCSWX7AzlHSL,,,,,173,,
"Hager, Unspecified, 297D 60"" Cut to Size(60""w(36"" + 24"")), Black",,Hager,Unspecified,"297D 60"" Cut to Size(60""w(36"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recxyBUZRaUiUf1Cl,,,,,174,,
"Hager, Unspecified, 297D 60"" (SIZE 52"")(60""w(36"" + 24"")), Black",,Hager,Unspecified,"297D 60"" (SIZE 52"")(60""w(36"" + 24""))",Black,Bar Coordinator,,,$150.82,,,,,,,,recNjbZujNPQiiWRM,,,,,199,,
"Hager, Unspecified, 297D 60"" CUT TO 52"", Black",,Hager,Unspecified,"297D 60"" CUT TO 52""",Black,Bar Coordinator,,,$150.82,,,,,,,,rech3uyVsk9UDjbW0,,,,,200,,
"Cal Royal, Unspecified, DORCO-1(68""w()), Black",,Cal Royal,Unspecified,"DORCO-1(68""w())",Black,Bar Coordinator,,,$78.77,,,,,,,,recs0jMc079amG9Ye,,,,,201,,
"Hager, Unspecified, 297D 60""(84""w()), Black",,Hager,Unspecified,"297D 60""(84""w())",Black,"Bar Coordinator 52""",,,$150.82,,,,,,,,rec79dSBvokMQZhti,,,,,202,,
"Schlage, Unspecified, MT15, Black",,Schlage,Unspecified,MT15,Black,Card Reader,,,$369.00,,,,,,,,recCdgyR3gs1KEtk3,,,,,203,,
"Cal Royal, Closer, N900-PBF, Black",,Cal Royal,Closer,N900-PBF,Black,Closer,,,$180.99,,,,,,,,rectVQJBEA5KQtm2y,,,,,204,,
"Hager, Hinges, 780-224HD x 83""OA(83""h), Black",,Hager,Hinges,"780-224HD x 83""OA(83""h)",Black,Continuous Hinge,,,$343.07,,,,,,,,recffjp9QkVSGTPOa,,,,,206,,
"Hager, Hinges, 780-224HD x 95""OA(95""h), Black",,Hager,Hinges,"780-224HD x 95""OA(95""h)",Black,Continuous Hinge,,,$420.82,,,,,,,,rechItLJeoRw3NU22,,,,,207,,
"Hager, Hinges, 780-224HD x 83""OA, Black",,Hager,Hinges,"780-224HD x 83""OA",Black,Continuous Hinge,,,$259.90,,,,,,,,recrvKKfWeO46Cv3A,,,,,205,,
"Hager, Hinges, 780-224 x 83""OA, Black",,Hager,Hinges,"780-224 x 83""OA",Black,Continuous Hinge,,,$209.00,,,,,,,,recgtoqslhebqxGzD,,,,,208,,
"Pemko, Unspecified, HSS2000xS44BL3684, Black",,Pemko,Unspecified,HSS2000xS44BL3684,Black,Gasketing,,,$82.94,,,,,,,,recMQUriPAK5aqfOn,,,,,210,,
"Pemko, Unspecified, HSS2000xS88BL3684, Black",,Pemko,Unspecified,HSS2000xS88BL3684,Black,Gasketing,,,$70.50,,,,,,,,recQG5cjUPjISMqBg,,,,,209,,
"Pemko, Unspecified, HSS2000xS88BL7284, Black",,Pemko,Unspecified,HSS2000xS88BL7284,Black,Gasketing,,,$96.14,,,,,,,,recnmRUjRYZzLitVH,,,,,211,,
"Hager, Unspecified, 2-659-0185, Black",,Hager,Unspecified,2-659-0185,Black,Misc,,,$110.00,,,,,,,,recsRXxN7iLIuLh3R,,,,,212,,
"Hager, Unspecified, 710S, Black",,Hager,Unspecified,710S,Black,Misc,,,$23.30,,,,,,,,recFk7pAQ82kfgSsy,,,,,213,,
"Cal Royal, Unspecified, DGS39, Black",,Cal Royal,Unspecified,DGS39,Black,Misc,,,$1.57,,,,,,,,rec5jeCc1TQSgULCf,,,,,214,,
"Hager, Unspecified, 297N, Black",,Hager,Unspecified,297N,Black,Mounting Bracket,,,$18.98,,,,,,,,recDZu4FemdJNzCpe,,,,,216,,
"Hager, Unspecified, 297M, Black",,Hager,Unspecified,297M,Black,Mounting Bracket,,,$20.50,,,,,,,,recYkQFD7QRr7StJJ,,,,,215,,
"Cal Royal, Unspecified, SCSBDH3166, Black",,Cal Royal,Unspecified,SCSBDH3166,Black,Sliding Door Track/Hanger,,,$264.60,,,,,,,,rec3YJiYFJbQId9CW,,,,,217,,
"Cal Royal, Unspecified, SCSBDH3180, Black",,Cal Royal,Unspecified,SCSBDH3180,Black,Sliding Door Track/Hanger,,,$288.23,,,,,,,,recbPNWIWD3loW5J4,,,,,218,,
"Cal Royal, Unspecified, SCSBDH3066, Black",,Cal Royal,Unspecified,SCSBDH3066,Black,Sliding Door Track/Hanger,,,$264.60,,,,,,,,recgTtsh2XJYBMeN8,,,,,219,,
"Hager, Threshold, 901S 60, Black",,Hager,Threshold,901S 60,Black,Threshold,,,$51.25,,,,,,,,rec2iGNuMdrtjDbB6,,,,,223,,
"Hager, Threshold, 903S 36"", Black",,Hager,Threshold,"903S 36""",Black,Threshold,,,$38.45,,,,,,,,rec5Smt0TdlbwzVgU,,,,,224,,
"Hager, Threshold, 901S 36""(36""w), Black",,Hager,Threshold,"901S 36""(36""w)",Black,Threshold,,,$54.36,,,,,,,,recGkyArbWaKgqM73,,,,,220,,
"Hager, Threshold, 900S 36"", Black",,Hager,Threshold,"900S 36""",Black,Threshold,,,$36.45,,,,,,,,recLFF1Um0aRNhkyM,,,,,221,,
"Hager, Threshold, 901S 36"", Black",,Hager,Threshold,"901S 36""",Black,Threshold,,,$38.45,,,,,,,,recLWelNuJ9iHp5XQ,,,,,222,,
"Hager, Threshold, 903S 60"", Black",,Hager,Threshold,"903S 60""",Black,Threshold,,,$51.25,,,,,,,,recgiBnHtnYzjCQsU,,,,,225,,
"Hager, Threshold, 900S 36""(36""w), Black",,Hager,Threshold,"900S 36""(36""w)",Black,Threshold,,,$36.45,,,,,,,,recnq2siJouF3PUmp,,,,,226,,
"Hager, Threshold, 905S 36""(36""w), Black",,Hager,Threshold,"905S 36""(36""w)",Black,Threshold,,,$49.80,,,,,,,,recoVqXIyYvtaPdPB,,,,,227,,
"Hager, Threshold, 905S 36"", Black",,Hager,Threshold,"905S 36""",Black,Threshold,,,$49.80,,,,,,,,recpuKoonV9iNHYxw,,,,,228,,
"Hardware: Hager, Flush Bolt, 297B BLK, Black",Hardware,Hager,Flush Bolt,297B BLK,Black,Hager 297B Mounting Bracket,,,,,,,,,,,recYAq3f41fzEJqEZ,,,,,229,,
"Hardware: Pemko, Latch, PDLAABSP, Black",Hardware,Pemko,Latch,PDLAABSP,Black,Pemko PDLAA Hospitality Privacy Door Latch,,,,,,,,,,,recTJCHTewu5SAQW2,,,,,230,,
"Hardware: Pemko, Smoke Seals, S88BL17, Black",Hardware,Pemko,Smoke Seals,S88BL17,Black,Pemko S88 Adhesive-Backed Fire/Smoke Gasketing 17,,,,,,,,,,,recWlM0SSeeAFe7Z0,,,,,231,,
